Belgie;;;
Wasseiges;Arr.Waremme;2486;24.45
Waterloo;Arr.Nivelles;29251;21.03
Watermaal-Bosvoorde;Gew.Brussel;24112;12.93
Wavre;Arr.Nivelles;32072;41.80
Welkenraedt;Arr.Verviers;9098;24.47
Wellen;Arr.Tongeren;6861;26.72
Wellin;Arr.Neufchateau;2952;67.52
Wemmel;Arr.Halle-Vilvoorde;14671;8.74
Wervik;Arr.Ieper;17663;43.61
Westerlo;Arr.Turnhout;22691;55.13
Wetteren;Arr.Dendermonde;23168;36.68
Wevelgem;Arr.Kortrijk;31064;38.76
Wezembeek-Oppem;Arr.Halle-Vilvoorde;13486;6.82
Wichelen;Arr.Dendermonde;11137;22.87
Wielsbeke;Arr.Tielt;8882;21.76
Wijnegem;Arr.Antwerpen;8806;7.86
Willebroek;Arr.Mechelen;22947;27.41
Wingene;Arr.Tielt;13082;68.42
Wommelgem;Arr.Antwerpen;12088;13.01
Wortegem-Petegem;Arr.Oudenaarde;5961;41.96
Wuustwezel;Arr.Antwerpen;18240;89.43
Yvoir;Arr.Dinant;8409;56.84
Zandhoven;Arr.Antwerpen;12274;40.10
Zaventem;Arr.Halle-Vilvoorde;28495;27.62
Zedelgem;Arr.Brugge;21811;60.34
Zele;Arr.Dendermonde;20300;33.06
Zelzate;Arr.Eeklo;12107;13.71
Zemst;Arr.Halle-Vilvoorde;21236;42.83
Zingem;Arr.Oudenaarde;6778;23.93
Zoersel;Arr.Antwerpen;20515;38.65
Zomergem;Arr.Gent;7977;38.78
Zonhoven;Arr.Hasselt;19848;39.34
Zonnebeke;Arr.Ieper;11669;67.57
Zottegem;Arr.Aalst;24425;56.65
Zoutleeuw;Arr.Leuven;7907;46.73
Zuienkerke;Arr.Brugge;2763;48.86
Zulte;Arr.Gent;14577;32.52
Zutendaal;Arr.Hasselt;6878;32.07
Zwalm;Arr.Oudenaarde;7784;33.82
Zwevegem;Arr.Kortrijk;23660;63.24
Zwijndrecht;Arr.Antwerpen;18101;17.82
